         396379 function calls (384047 primitive calls) in 4.043 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 retry.py:320(_is_method_retryable)
        1    0.000    0.000    0.000    0.000 retry.py:329(is_retry)
        1    0.000    0.000    0.000    0.000 saxutils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 saxutils.py:112(XMLGenerator)
        1    0.000    0.000    0.000    0.000 saxutils.py:227(XMLFilterBase)
        1    0.000    0.000    0.000    0.000 sbcharsetprober.py:29(<module>)
        1    0.000    0.000    0.000    0.000 sbcharsetprober.py:33(SingleByteCharSetProber)
        1    0.000    0.000    0.127    0.127 sbcsgroupprober.py:29(<module>)
        1    0.000    0.000    0.000    0.000 sbcsgroupprober.py:43(SBCSGroupProber)
        1    0.000    0.000    0.001    0.001 scanner.py:1(<module>)
        1    0.000    0.000    0.012    0.012 selectors.py:1(<module>)
        1    0.000    0.000    0.000    0.000 selectors.py:206(_BaseSelectorImpl)
        1    0.000    0.000    0.000    0.000 selectors.py:290(SelectSelector)
        1    0.000    0.000    0.000    0.000 selectors.py:341(_PollLikeSelector)
        1    0.000    0.000    0.000    0.000 selectors.py:60(_SelectorMapping)
        1    0.000    0.000    0.000    0.000 selectors.py:80(BaseSelector)
        1    0.006    0.006    0.081    0.081 serializer.py:1(<module>)
        1    0.000    0.000    0.000    0.000 serializer.py:104(HTMLSerializer)
        1    0.000    0.000    0.000    0.000 serializer.py:407(SerializeError)
        1    0.000    0.000    0.000    0.000 sessions.py:144(resolve_redirects)
        1    0.000    0.000    0.021    0.021 sessions.py:3(<module>)
        1    0.000    0.000    0.000    0.000 sessions.py:337(Session)
        1    0.000    0.000    0.000    0.000 sessions.py:362(__init__)
        1    0.000    0.000    0.000    0.000 sessions.py:417(__enter__)
        1    0.000    0.000    0.001    0.001 sessions.py:420(__exit__)
        1    0.000    0.000    0.036    0.036 sessions.py:423(prepare_request)
        1    0.000    0.000    0.612    0.612 sessions.py:463(request)
        7    0.000    0.000    0.000    0.000 sessions.py:50(merge_setting)
        1    0.000    0.000    0.573    0.573 sessions.py:614(send)
        1    0.000    0.000    0.000    0.000 sessions.py:665(<listcomp>)
        1    0.000    0.000    0.003    0.003 sessions.py:687(merge_environment_settings)
        1    0.000    0.000    0.000    0.000 sessions.py:716(get_adapter)
        1    0.000    0.000    0.001    0.001 sessions.py:730(close)
        2    0.000    0.000    0.000    0.000 sessions.py:735(mount)
        3    0.000    0.000    0.000    0.000 sessions.py:74(<listcomp>)
        2    0.000    0.000    0.000    0.000 sessions.py:741(<listcomp>)
        1    0.000    0.000    0.000    0.000 sessions.py:81(merge_hooks)
        1    0.000    0.000    0.000    0.000 sessions.py:96(SessionRedirectMixin)
        1    0.000    0.000    0.000    0.000 sessions.py:98(get_redirect_target)
        1    0.000    0.000    0.001    0.001 shlex.py:1(<module>)
        1    0.000    0.000    0.000    0.000 shlex.py:19(shlex)
        1    0.000    0.000    0.064    0.064 shutil.py:1(<module>)
        1    0.000    0.000    0.000    0.000 shutil.py:66(Error)
        1    0.000    0.000    0.000    0.000 shutil.py:69(SameFileError)
        1    0.000    0.000    0.000    0.000 shutil.py:72(SpecialFileError)
        1    0.000    0.000    0.000    0.000 shutil.py:76(ExecError)
        1    0.000    0.000    0.000    0.000 shutil.py:79(ReadError)
        1    0.000    0.000    0.000    0.000 shutil.py:82(RegistryError)
        1    0.000    0.000    0.000    0.000 shutil.py:86(_GiveupOnFastCopy)
        1    0.000    0.000    0.000    0.000 six.py:102(MovedModule)
        1    0.000    0.000    0.000    0.000 six.py:103(MovedModule)
       45    0.000    0.000    0.000    0.000 six.py:103(__init__)
       47    0.000    0.000    0.000    0.000 six.py:105(__init__)
        4    0.000    0.000    0.357    0.089 six.py:112(_resolve)
        3    0.000    0.000    0.000    0.000 six.py:114(_resolve)
        1    0.000    0.000    0.329    0.329 six.py:115(__getattr__)
        1    0.000    0.000    0.000    0.000 six.py:122(_LazyModule)
        6    0.000    0.000    0.000    0.000 six.py:123(__init__)
        1    0.000    0.000    0.000    0.000 six.py:124(_LazyModule)
        6    0.000    0.000    0.000    0.000 six.py:126(__init__)
        1    0.000    0.000    0.000    0.000 six.py:136(MovedAttribute)
       88    0.000    0.000    0.000    0.000 six.py:137(__init__)
        1    0.000    0.000    0.000    0.000 six.py:139(MovedAttribute)
       88    0.000    0.000    0.000    0.000 six.py:141(__init__)
        3    0.000    0.000    0.000    0.000 six.py:155(_resolve)
        1    0.000    0.000    0.000    0.000 six.py:160(_SixMetaPathImporter)
        1    0.000    0.000    0.000    0.000 six.py:164(_SixMetaPathImporter)
        1    0.000    0.000    0.000    0.000 six.py:169(__init__)
        1    0.000    0.000    0.000    0.000 six.py:173(__init__)
       52    0.000    0.000    0.000    0.000 six.py:173(_add_module)
       54    0.000    0.000    0.000    0.000 six.py:177(_add_module)
        5    0.000    0.000    0.000    0.000 six.py:177(_get_module)
       18    0.000    0.000    0.000    0.000 six.py:180(find_module)
        5    0.000    0.000    0.000    0.000 six.py:181(_get_module)
        4    0.000    0.000    0.000    0.000 six.py:184(find_module)
        8    0.000    0.000    0.000    0.000 six.py:185(__get_module)
        4    0.000    0.000    0.000    0.000 six.py:189(__get_module)
        4    0.000    0.000    0.000    0.000 six.py:191(load_module)
        2    0.000    0.000    0.000    0.000 six.py:195(load_module)
        4    0.000    0.000    0.329    0.082 six.py:205(is_package)
        2    0.000    0.000    0.000    0.000 six.py:209(is_package)
        2    0.001    0.001    0.003    0.002 six.py:21(<module>)
        1    0.000    0.000    0.000    0.000 six.py:227(_MovedItems)
        1    0.000    0.000    0.000    0.000 six.py:229(_MovedItems)
        2    0.000    0.000    0.000    0.000 six.py:324(Module_six_moves_urllib_parse)
        1    0.000    0.000    0.000    0.000 six.py:366(Module_six_moves_urllib_error)
        1    0.000    0.000    0.000    0.000 six.py:371(Module_six_moves_urllib_error)
        1    0.000    0.000    0.000    0.000 six.py:386(Module_six_moves_urllib_request)
        1    0.000    0.000    0.000    0.000 six.py:394(Module_six_moves_urllib_request)
        1    0.000    0.000    0.000    0.000 six.py:438(Module_six_moves_urllib_response)
        1    0.000    0.000    0.000    0.000 six.py:449(Module_six_moves_urllib_response)
        1    0.000    0.000    0.000    0.000 six.py:459(Module_six_moves_urllib_robotparser)
        1    0.000    0.000    0.000    0.000 six.py:473(Module_six_moves_urllib_robotparser)
        1    0.000    0.000    0.000    0.000 six.py:477(Module_six_moves_urllib)
        1    0.000    0.000    0.000    0.000 six.py:496(Module_six_moves_urllib)
        2    0.000    0.000    0.000    0.000 six.py:614(itervalues)
       16    0.000    0.000    0.000    0.000 six.py:75(_add_doc)
       10    0.000    0.000    0.358    0.036 six.py:80(_import_module)
        2    0.000    0.000    0.000    0.000 six.py:86(_LazyDescr)
      133    0.000    0.000    0.000    0.000 six.py:87(__init__)
      135    0.000    0.000    0.000    0.000 six.py:88(__init__)
        5    0.000    0.000    0.029    0.006 six.py:90(__get__)
        3    0.000    0.000    0.000    0.000 six.py:91(__get__)
        4    0.000    0.000    0.000    0.000 six.py:939(ensure_str)
        9    0.000    0.000    0.000    0.000 six.py:959(ensure_text)
        1    0.000    0.000    0.099    0.099 sjisprober.py:28(<module>)
        1    0.000    0.000    0.000    0.000 sjisprober.py:36(SJISProber)
        1    0.000    0.000    0.000    0.000 socket.py:210(_GiveupOnSendfile)
        1    0.000    0.000    0.000    0.000 socket.py:213(socket)
        2    0.004    0.002    0.004    0.002 socket.py:219(__init__)
        1    0.000    0.000    0.000    0.000 socket.py:301(makefile)
        1    0.000    0.000    0.062    0.062 socket.py:4(<module>)
        1    0.000    0.000    0.000    0.000 socket.py:486(_decref_socketios)
        2    0.000    0.000    0.000    0.000 socket.py:492(_real_close)
        2    0.000    0.000    0.000    0.000 socket.py:496(close)
        1    0.000    0.000    0.000    0.000 socket.py:626(SocketIO)
        1    0.000    0.000    0.000    0.000 socket.py:643(__init__)
        3    0.000    0.000    0.388    0.129 socket.py:655(readinto)
        4    0.000    0.000    0.000    0.000 socket.py:694(readable)
        1    0.000    0.000    0.000    0.000 socket.py:732(close)
      202    0.000    0.000    0.000    0.000 socket.py:76(<lambda>)
      203    0.000    0.000    0.000    0.000 socket.py:81(<lambda>)
      204    0.000    0.000    0.000    0.000 socket.py:86(<lambda>)
        1    0.000    0.000    0.048    0.048 socket.py:901(getaddrinfo)
      205    0.000    0.000    0.000    0.000 socket.py:91(<lambda>)
        2    0.000    0.000    0.000    0.000 socket.py:97(_intenum_converter)
        1    0.000    0.000    0.002    0.002 socks.py:2(<module>)
      882    0.002    0.000    0.004    0.000 sre_compile.py:249(_compile_charset)
      882    0.019    0.000    0.028    0.000 sre_compile.py:276(_optimize_charset)
      271    0.001    0.000    0.004    0.000 sre_compile.py:411(_mk_bitmap)
      271    0.003    0.000    0.003    0.000 sre_compile.py:413(<listcomp>)
       11    0.000    0.000    0.000    0.000 sre_compile.py:416(_bytes_to_codes)
      992    0.001    0.000    0.004    0.000 sre_compile.py:423(_simple)
       41    0.000    0.000    0.000    0.000 sre_compile.py:432(_generate_overlap_table)
      310    0.000    0.000    0.000    0.000 sre_compile.py:453(_get_iscased)
  192/159    0.001    0.000    0.001    0.000 sre_compile.py:461(_get_literal_prefix)
      118    0.000    0.000    0.000    0.000 sre_compile.py:492(_get_charset_prefix)
      173    0.002    0.000    0.014    0.000 sre_compile.py:536(_compile_info)
      346    0.000    0.000    0.000    0.000 sre_compile.py:595(isstring)
      173    0.001    0.000    0.079    0.000 sre_compile.py:598(_code)
      219    0.000    0.000    0.000    0.000 sre_compile.py:65(_combine_flags)
 2394/173    0.021    0.000    0.064    0.000 sre_compile.py:71(_compile)
      173    0.002    0.000    0.213    0.001 sre_compile.py:759(compile)
        1    0.000    0.000    0.000    0.000 sre_parse.py:101(checklookbehindgroup)
     3063    0.003    0.000    0.003    0.000 sre_parse.py:111(__init__)
     6389    0.004    0.000    0.005    0.000 sre_parse.py:160(__len__)
       16    0.000    0.000    0.000    0.000 sre_parse.py:162(__delitem__)
    16585    0.012    0.000    0.017    0.000 sre_parse.py:164(__getitem__)
     1342    0.001    0.000    0.002    0.000 sre_parse.py:168(__setitem__)
     4039    0.003    0.000    0.004    0.000 sre_parse.py:172(append)
 2455/346    0.009    0.000    0.014    0.000 sre_parse.py:174(getwidth)
      173    0.001    0.000    0.001    0.000 sre_parse.py:224(__init__)
    18717    0.016    0.000    0.016    0.000 sre_parse.py:233(__next)
     8952    0.005    0.000    0.009    0.000 sre_parse.py:249(match)
    13176    0.009    0.000    0.021    0.000 sre_parse.py:254(get)
      412    0.001    0.000    0.001    0.000 sre_parse.py:258(getwhile)
       70    0.000    0.000    0.001    0.000 sre_parse.py:267(getuntil)
     3876    0.003    0.000    0.004    0.000 sre_parse.py:286(tell)
        5    0.000    0.000    0.000    0.000 sre_parse.py:288(seek)
     1058    0.002    0.000    0.004    0.000 sre_parse.py:295(_class_escape)
      784    0.001    0.000    0.002    0.000 sre_parse.py:355(_escape)
      816    0.001    0.000    0.003    0.000 sre_parse.py:432(_uniq)
 1118/174    0.008    0.000    0.129    0.001 sre_parse.py:435(_parse_sub)
 1646/182    0.044    0.000    0.127    0.001 sre_parse.py:493(_parse)
      174    0.000    0.000    0.000    0.000 sre_parse.py:76(__init__)
      689    0.001    0.000    0.001    0.000 sre_parse.py:81(groups)
      168    0.000    0.000    0.001    0.000 sre_parse.py:84(opengroup)
        4    0.000    0.000    0.000    0.000 sre_parse.py:861(_parse_flags)
      173    0.000    0.000    0.000    0.000 sre_parse.py:921(fix_flags)
      173    0.001    0.000    0.131    0.001 sre_parse.py:937(parse)
      168    0.000    0.000    0.007    0.000 sre_parse.py:96(closegroup)
        1    0.000    0.000    0.000    0.000 sre_parse.py:98(checkgroup)
      124    0.000    0.000    0.000    0.000 ssl.py:124(<lambda>)
      124    0.000    0.000    0.000    0.000 ssl.py:129(<lambda>)
      124    0.000    0.000    0.000    0.000 ssl.py:134(<lambda>)
      124    0.000    0.000    0.000    0.000 ssl.py:139(<lambda>)
      124    0.000    0.000    0.000    0.000 ssl.py:144(<lambda>)
      124    0.000    0.000    0.000    0.000 ssl.py:149(<lambda>)
        1    0.000    0.000    0.000    0.000 ssl.py:153(<dictcomp>)
        1    0.000    0.000    0.000    0.000 ssl.py:158(TLSVersion)
        1    0.000    0.000    0.000    0.000 ssl.py:168(_TLSContentType)
        1    0.000    0.000    0.000    0.000 ssl.py:182(_TLSAlertType)
        1    0.000    0.000    0.000    0.000 ssl.py:223(_TLSMessageType)
        1    0.000    0.000    0.080    0.080 ssl.py:4(<module>)
        1    0.000    0.000    0.000    0.000 ssl.py:446(_ASN1Object)
        4    0.000    0.000    0.000    0.000 ssl.py:451(__new__)
        1    0.000    0.000    0.000    0.000 ssl.py:467(Purpose)
        1    0.000    0.000    0.000    0.000 ssl.py:474(SSLContext)
        1    0.000    0.000    0.000    0.000 ssl.py:812(SSLObject)
       15    0.000    0.000    0.000    0.000 ssl.py:965(_sslcopydoc)
        1    0.000    0.000    0.000    0.000 ssl.py:971(SSLSocket)
        1    0.000    0.000    0.106    0.106 ssl_.py:1(<module>)
        1    0.000    0.000    0.001    0.001 status_codes.py:107(_init)
       68    0.000    0.000    0.000    0.000 status_codes.py:114(doc)
      189    0.000    0.000    0.000    0.000 status_codes.py:115(<genexpr>)
       69    0.000    0.000    0.000    0.000 status_codes.py:120(<genexpr>)
        1    0.000    0.000    0.001    0.001 status_codes.py:3(<module>)
        1    0.000    0.000    0.003    0.003 string.py:1(<module>)
        1    0.000    0.000    0.000    0.000 string.py:161(Formatter)
        1    0.000    0.000    0.000    0.000 string.py:57(_TemplateMetaclass)
        1    0.000    0.000    0.002    0.002 string.py:67(__init__)
        1    0.000    0.000    0.000    0.000 string.py:80(Template)
        1    0.000    0.000    0.000    0.000 stringprep.py:2(<module>)
        1    0.000    0.000    0.000    0.000 struct.py:3(<module>)
        1    0.000    0.000    0.000    0.000 structures.py:15(CaseInsensitiveDict)
        1    0.000    0.000    0.000    0.000 structures.py:3(<module>)
        6    0.000    0.000    0.000    0.000 structures.py:42(__init__)
       24    0.000    0.000    0.000    0.000 structures.py:48(__setitem__)
       18    0.000    0.000    0.000    0.000 structures.py:53(__getitem__)
        5    0.000    0.000    0.000    0.000 structures.py:59(__iter__)
       25    0.000    0.000    0.000    0.000 structures.py:60(<genexpr>)
        3    0.000    0.000    0.000    0.000 structures.py:62(__len__)
        1    0.000    0.000    0.000    0.000 structures.py:82(copy)
        1    0.000    0.000    0.000    0.000 structures.py:89(LookupDict)
        1    0.000    0.000    0.000    0.000 structures.py:92(__init__)
        1    0.000    0.000    0.073    0.073 tempfile.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tempfile.py:123(_RandomNameSequence)
        1    0.000    0.000    0.000    0.000 tempfile.py:407(_TemporaryFileCloser)
        1    0.000    0.000    0.000    0.000 tempfile.py:450(_TemporaryFileWrapper)
        1    0.000    0.000    0.000    0.000 tempfile.py:623(SpooledTemporaryFile)
        1    0.000    0.000    0.000    0.000 tempfile.py:768(TemporaryDirectory)
        1    0.000    0.000    0.001    0.001 threading.py:1(<module>)
        1    0.000    0.000    0.000    0.000 threading.py:1095(daemon)
        1    0.000    0.000    0.000    0.000 threading.py:1177(_make_invoke_excepthook)
        1    0.000    0.000    0.000    0.000 threading.py:1230(Timer)
        1    0.000    0.000    0.000    0.000 threading.py:1260(_MainThread)
        1    0.000    0.000    0.000    0.000 threading.py:1262(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:1281(_DummyThread)
        1    0.000    0.000    0.000    0.000 threading.py:210(Condition)
        4    0.000    0.000    0.000    0.000 threading.py:222(__init__)
       24    0.000    0.000    0.000    0.000 threading.py:246(__enter__)
       24    0.000    0.000    0.000    0.000 threading.py:249(__exit__)
       23    0.000    0.000    0.000    0.000 threading.py:261(_is_owned)
       23    0.000    0.000    0.000    0.000 threading.py:341(notify)
        1    0.000    0.000    0.000    0.000 threading.py:364(notify_all)
        1    0.000    0.000    0.000    0.000 threading.py:376(Semaphore)
        1    0.000    0.000    0.000    0.000 threading.py:456(BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 threading.py:494(Event)
        1    0.000    0.000    0.000    0.000 threading.py:505(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:519(set)
        1    0.000    0.000    0.000    0.000 threading.py:573(Barrier)
        1    0.000    0.000    0.000    0.000 threading.py:727(BrokenBarrierError)
        1    0.000    0.000    0.000    0.000 threading.py:750(Thread)
        1    0.000    0.000    0.000    0.000 threading.py:761(__init__)
        8    0.000    0.000    0.000    0.000 threading.py:81(RLock)
        1    0.000    0.000    0.000    0.000 threading.py:896(_set_ident)
        1    0.000    0.000    0.000    0.000 threading.py:900(_set_native_id)
        1    0.000    0.000    0.000    0.000 threading.py:903(_set_tstate_lock)
        1    0.000    0.000    0.000    0.000 threading.py:94(_RLock)
        1    0.000    0.000    0.000    0.000 timeout.py:1(<module>)
       12    0.000    0.000    0.000    0.000 timeout.py:112(_validate_timeout)
        1    0.000    0.000    0.000    0.000 timeout.py:158(from_float)
        2    0.000    0.000    0.000    0.000 timeout.py:174(clone)
        1    0.000    0.000    0.000    0.000 timeout.py:188(start_connect)
        1    0.000    0.000    0.000    0.000 timeout.py:19(Timeout)
        3    0.000    0.000    0.000    0.000 timeout.py:213(connect_timeout)
        1    0.000    0.000    0.000    0.000 timeout.py:231(read_timeout)
        4    0.000    0.000    0.000    0.000 timeout.py:95(__init__)
        1    0.000    0.000    0.000    0.000 token.py:1(<module>)
        1    0.000    0.000    0.000    0.000 token.py:74(<dictcomp>)
        1    0.000    0.000    0.010    0.010 tokenize.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tokenize.py:157(TokenError)
        1    0.000    0.000    0.000    0.000 tokenize.py:159(StopTokenizing)
        1    0.000    0.000    0.000    0.000 tokenize.py:162(Untokenizer)
        1    0.000    0.000    0.000    0.000 tokenize.py:45(TokenInfo)
       19    0.000    0.000    0.000    0.000 tokenize.py:58(group)
        1    0.000    0.000    0.000    0.000 tokenize.py:59(any)
        2    0.000    0.000    0.000    0.000 tokenize.py:60(maybe)
        3    0.000    0.000    0.000    0.000 tokenize.py:83(_all_string_prefixes)
       24    0.000    0.000    0.000    0.000 tokenize.py:94(<listcomp>)
        1    0.000    0.000    0.030    0.030 traceback.py:1(<module>)
        1    0.000    0.000    0.000    0.000 traceback.py:227(FrameSummary)
        1    0.000    0.000    0.000    0.000 traceback.py:318(StackSummary)
        1    0.000    0.000    0.000    0.000 traceback.py:440(TracebackException)
      210    0.000    0.000    0.000    0.000 types.py:171(__get__)
        1    0.000    0.000    0.008    0.008 typing.py:1(<module>)
        1    0.000    0.000    0.000    0.000 typing.py:1003(_ProtocolMeta)
        1    0.000    0.000    0.000    0.000 typing.py:1023(Protocol)
        7    0.000    0.000    0.000    0.000 typing.py:1057(__init_subclass__)
       14    0.000    0.000    0.000    0.000 typing.py:1062(<genexpr>)
        7    0.000    0.000    0.000    0.000 typing.py:1121(runtime_checkable)
       22    0.000    0.000    0.000    0.000 typing.py:120(_type_check)
       38    0.000    0.000    0.002    0.000 typing.py:1432(_alias)
        1    0.000    0.000    0.000    0.000 typing.py:1518(SupportsInt)
        1    0.000    0.000    0.000    0.000 typing.py:1528(SupportsFloat)
        1    0.000    0.000    0.000    0.000 typing.py:1538(SupportsComplex)
        1    0.000    0.000    0.000    0.000 typing.py:1548(SupportsBytes)
        1    0.000    0.000    0.000    0.000 typing.py:1558(SupportsIndex)
        1    0.000    0.000    0.000    0.000 typing.py:1568(SupportsAbs)
        1    0.000    0.000    0.000    0.000 typing.py:1578(SupportsRound)
        1    0.000    0.000    0.000    0.000 typing.py:1610(NamedTupleMeta)
        1    0.000    0.000    0.000    0.000 typing.py:1612(__new__)
        1    0.000    0.000    0.000    0.000 typing.py:1641(NamedTuple)
       57    0.000    0.000    0.000    0.000 typing.py:172(_collect_type_vars)
        1    0.000    0.000    0.000    0.000 typing.py:1731(_TypedDictMeta)
        1    0.000    0.000    0.000    0.000 typing.py:1732(__new__)
        1    0.000    0.000    0.000    0.000 typing.py:1746(<dictcomp>)
        1    0.000    0.000    0.000    0.000 typing.py:1757(TypedDict)
        5    0.000    0.000    0.000    0.000 typing.py:183(<listcomp>)
        1    0.000    0.000    0.001    0.001 typing.py:1835(IO)
        3    0.000    0.000    0.000    0.000 typing.py:187(_subs_tvars)
        1    0.000    0.000    0.000    0.000 typing.py:1934(BinaryIO)
        1    0.000    0.000    0.000    0.000 typing.py:1948(TextIO)
        1    0.000    0.000    0.000    0.000 typing.py:1983(io)
        1    0.000    0.000    0.000    0.000 typing.py:1998(re)
        5    0.000    0.000    0.000    0.000 typing.py:206(_check_generic)
        5    0.000    0.000    0.000    0.000 typing.py:219(_remove_dups_flatten)
        4    0.000    0.000    0.001    0.000 typing.py:248(_tp_cache)
    16/14    0.000    0.000    0.002    0.000 typing.py:255(inner)
        1    0.000    0.000    0.000    0.000 typing.py:281(_Final)
        5    0.000    0.000    0.000    0.000 typing.py:286(__init_subclass__)
        1    0.000    0.000    0.000    0.000 typing.py:290(_Immutable)
        1    0.000    0.000    0.000    0.000 typing.py:300(_SpecialForm)
        7    0.000    0.000    0.000    0.000 typing.py:307(__new__)
        7    0.000    0.000    0.000    0.000 typing.py:320(__init__)
        7    0.000    0.000    0.000    0.000 typing.py:329(__hash__)
      7/5    0.000    0.000    0.001    0.000 typing.py:347(__getitem__)
       15    0.000    0.000    0.000    0.000 typing.py:358(<genexpr>)
        1    0.000    0.000    0.000    0.000 typing.py:489(ForwardRef)
        1    0.000    0.000    0.000    0.000 typing.py:539(TypeVar)
        9    0.000    0.000    0.000    0.000 typing.py:586(__init__)
       11    0.000    0.000    0.000    0.000 typing.py:598(<genexpr>)
      376    0.001    0.000    0.001    0.000 typing.py:643(_is_dunder)
        1    0.000    0.000    0.000    0.000 typing.py:647(_GenericAlias)
       52    0.001    0.000    0.004    0.000 typing.py:656(__init__)
      116    0.000    0.000    0.000    0.000 typing.py:666(<genexpr>)
        3    0.000    0.000    0.000    0.000 typing.py:674(__getitem__)
        6    0.000    0.000    0.000    0.000 typing.py:682(<genexpr>)
        3    0.000    0.000    0.000    0.000 typing.py:686(copy_with)
        6    0.000    0.000    0.000    0.000 typing.py:708(__eq__)
        4    0.000    0.000    0.000    0.000 typing.py:717(__hash__)
        5    0.000    0.000    0.000    0.000 typing.py:733(__mro_entries__)
      376    0.001    0.000    0.002    0.000 typing.py:759(__setattr__)
        1    0.000    0.000    0.000    0.000 typing.py:795(_VariadicGenericAlias)
        1    0.000    0.000    0.000    0.000 typing.py:842(Generic)
        4    0.000    0.000    0.001    0.000 typing.py:875(__class_getitem__)
        8    0.000    0.000    0.000    0.000 typing.py:883(<genexpr>)
        4    0.000    0.000    0.000    0.000 typing.py:886(<genexpr>)
       11    0.000    0.000    0.000    0.000 typing.py:897(__init_subclass__)
        1    0.000    0.000    0.000    0.000 typing.py:933(_TypingEmpty)
        1    0.000    0.000    0.000    0.000 typing.py:940(_TypingEllipsis)
        1    0.000    0.000    0.465    0.465 universaldetector.py:28(<module>)
        1    0.000    0.000    0.001    0.001 universaldetector.py:51(UniversalDetector)
        1    0.000    0.000    0.052    0.052 url.py:1(<module>)
        4    0.000    0.000    0.000    0.000 url.py:210(_encode_invalid_chars)
        2    0.000    0.000    0.000    0.000 url.py:244(_remove_path_dot_segments)
        3    0.000    0.000    0.000    0.000 url.py:274(_normalize_host)
        3    0.000    0.000    0.000    0.000 url.py:297(<listcomp>)
        9    0.000    0.000    0.000    0.000 url.py:302(_idna_encode)
        9    0.000    0.000    0.000    0.000 url.py:303(<listcomp>)
        1    0.000    0.000    0.000    0.000 url.py:320(_encode_target)
        2    0.000    0.000    0.000    0.000 url.py:330(parse_url)
       12    0.000    0.000    0.000    0.000 url.py:411(ensure_type)
        1    0.000    0.000    0.000    0.000 url.py:54(<listcomp>)
        1    0.000    0.000    0.000    0.000 url.py:82(Url)
        2    0.000    0.000    0.000    0.000 url.py:91(__new__)
        1    0.000    0.000    0.019    0.019 utf8prober.py:28(<module>)
        1    0.000    0.000    0.000    0.000 utf8prober.py:35(UTF8Prober)
        1    0.000    0.000    0.000    0.000 utf_16_be.py:1(<module>)
        1    0.000    0.000    0.000    0.000 utf_16_be.py:18(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 utf_16_be.py:22(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 utf_16_be.py:25(StreamWriter)
        1    0.000    0.000    0.000    0.000 utf_16_be.py:28(StreamReader)
        1    0.000    0.000    0.000    0.000 utf_16_be.py:33(getregentry)
        1    0.000    0.000    0.000    0.000 utf_16_le.py:1(<module>)
        1    0.000    0.000    0.000    0.000 utf_16_le.py:18(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 utf_16_le.py:22(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 utf_16_le.py:25(StreamWriter)
        1    0.000    0.000    0.000    0.000 utf_16_le.py:28(StreamReader)
        1    0.000    0.000    0.000    0.000 utf_16_le.py:33(getregentry)
        1    0.000    0.000    0.000    0.000 util.py:1(<module>)
      146    0.001    0.000    0.001    0.000 util.py:16(lower)
        1    0.000    0.000    0.000    0.000 util.py:36(SelectorSyntaxError)
        1    0.000    0.000    0.000    0.000 utils.py:108(super_len)
        1    0.000    0.000    0.034    0.034 utils.py:169(get_netrc_auth)
        7    0.000    0.000    0.000    0.000 utils.py:287(to_key_val_list)
        1    0.000    0.000    0.458    0.458 utils.py:3(<module>)
        1    0.000    0.000    0.000    0.000 utils.py:455(_parse_content_type_header)
        1    0.000    0.000    0.000    0.000 utils.py:48(proxy_bypass_registry)
        1    0.000    0.000    0.000    0.000 utils.py:480(get_encoding_from_headers)
        1    0.000    0.000    0.096    0.096 utils.py:5(<module>)
       16    0.000    0.000    0.000    0.000 utils.py:51(_has_surrogates)
        1    0.000    0.000    0.000    0.000 utils.py:519(iter_slices)
        1    0.000    0.000    0.000    0.000 utils.py:570(unquote_unreserved)
        1    0.000    0.000    0.000    0.000 utils.py:594(requote_uri)
        2    0.000    0.000    0.000    0.000 utils.py:677(set_environ)
        1    0.000    0.000    0.002    0.002 utils.py:699(should_bypass_proxies)
        1    0.000    0.000    0.000    0.000 utils.py:707(<lambda>)
        1    0.000    0.000    0.003    0.003 utils.py:760(get_environ_proxies)
        2    0.000    0.000    0.000    0.000 utils.py:772(select_proxy)
        1    0.000    0.000    0.000    0.000 utils.py:798(default_user_agent)
        1    0.000    0.000    0.000    0.000 utils.py:807(default_headers)
        1    0.000    0.000    0.002    0.002 utils.py:87(proxy_bypass)
        1    0.000    0.000    0.000    0.000 utils.py:911(get_auth_from_url)
        4    0.000    0.000    0.000    0.000 utils.py:932(check_header_validity)
        1    0.000    0.000    0.000    0.000 uu.py:27(<module>)
        1    0.000    0.000    0.000    0.000 uu.py:39(Error)
        1    0.000    0.000    0.000    0.000 version.py:1(<module>)
        1    0.000    0.000    0.000    0.000 wait.py:1(<module>)
        1    0.000    0.000    0.000    0.000 wait.py:14(NoWayToWaitForSocketError)
        6    0.000    0.000    0.000    0.000 warnings.py:165(simplefilter)
        6    0.000    0.000    0.000    0.000 warnings.py:181(_add_filter)
        1    0.000    0.000    0.000    0.000 weakref.py:102(__init__)
        1    0.000    0.000    0.000    0.000 weakref.py:284(update)
        1    0.002    0.002    4.043    4.043 web_scrapping_online_bookstore.py:1(<module>)
        1    0.000    0.000    0.028    0.028 xmlreader.py:1(<module>)
        1    0.000    0.000    0.000    0.000 xmlreader.py:11(XMLReader)
        1    0.000    0.000    0.000    0.000 xmlreader.py:165(Locator)
